,Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood,Adaptive_Rating
268,S00269,37,Male,Undergraduate,Cybersecurity,177,4,63,35,57,1,96,Kinesthetic,1,1,1.0
269,S00270,21,Male,Postgraduate,Python Basics,131,1,68,28,46,1,95,Reading/Writing,4,0,2.6
270,S00271,29,Female,Undergraduate,Web Development,147,1,44,14,88,2,73,Kinesthetic,5,0,5.0
271,S00272,22,Female,Undergraduate,Cybersecurity,425,2,68,4,41,2,91,Reading/Writing,2,0,2.6
272,S00273,20,Female,Undergraduate,Web Development,270,4,68,27,53,0,60,Visual,2,0,1.0
273,S00274,17,Male,Postgraduate,Cybersecurity,143,2,41,10,87,1,47,Reading/Writing,5,0,3.0
274,S00275,44,Male,Undergraduate,Data Science,469,3,69,26,98,1,47,Auditory,1,0,1.4
275,S00276,21,Female,High School,Data Science,50,3,75,23,87,1,84,Kinesthetic,2,1,1.0
276,S00277,21,Female,Undergraduate,Python Basics,35,2,81,31,66,2,56,Kinesthetic,1,0,1.8
277,S00278,16,Male,Undergraduate,Python Basics,91,3,37,37,99,2,56,Visual,1,0,1.8
278,S00279,17,Male,Undergraduate,Data Science,179,2,95,31,95,1,68,Kinesthetic,2,0,1.8
279,S00280,20,Other,High School,Cybersecurity,136,2,37,37,96,1,77,Kinesthetic,3,0,2.2
280,S00281,23,Female,Undergraduate,Web Development,21,4,44,3,87,1,33,Reading/Writing,5,0,3.0
281,S00282,15,Female,High School,Cybersecurity,365,3,31,7,75,1,60,Auditory,3,0,2.2
282,S00283,26,Female,Undergraduate,Python Basics,291,4,60,40,83,1,30,Kinesthetic,4,0,2.6
283,S00284,20,Male,Postgraduate,Machine Learning,226,2,39,7,70,1,67,Visual,5,0,3.0
284,S00285,36,Other,Undergraduate,Python Basics,67,4,79,10,88,2,59,Auditory,4,0,4.2
285,S00286,25,Female,Undergraduate,Machine Learning,388,1,66,43,52,0,57,Kinesthetic,4,0,1.0
286,S00287,22,Female,High School,Machine Learning,400,1,84,28,43,2,67,Reading/Writing,4,1,1.0
287,S00288,42,Male,Undergraduate,Data Science,25,1,60,9,65,1,97,Visual,4,0,2.6
288,S00289,24,Other,Postgraduate,Web Development,491,4,47,37,61,1,43,Reading/Writing,4,1,1.0
289,S00290,17,Other,Undergraduate,Machine Learning,473,4,70,19,68,2,32,Visual,2,0,2.6
290,S00291,28,Female,Undergraduate,Data Science,82,4,58,22,47,1,98,Visual,3,0,2.2
291,S00292,41,Female,High School,Web Development,205,1,85,25,72,2,35,Visual,5,0,5.0
292,S00293,48,Female,High School,Cybersecurity,220,2,62,0,90,2,73,Reading/Writing,1,0,1.8
293,S00294,49,Male,Undergraduate,Python Basics,138,2,89,34,64,1,75,Kinesthetic,5,0,3.0
294,S00295,32,Female,High School,Web Development,205,4,49,6,40,1,59,Visual,3,0,2.2
295,S00296,27,Female,High School,Data Science,198,4,88,38,90,0,40,Reading/Writing,1,0,1.0
296,S00297,18,Male,Undergraduate,Data Science,322,3,66,38,45,1,84,Visual,2,0,1.8
297,S00298,25,Male,Undergraduate,Machine Learning,143,3,99,1,88,1,44,Kinesthetic,2,0,1.8
298,S00299,29,Male,Undergraduate,Web Development,139,1,40,33,84,1,35,Kinesthetic,3,0,2.2
299,S00300,36,Female,Undergraduate,Web Development,443,3,97,25,79,1,63,Kinesthetic,3,0,2.2
300,S00301,34,Female,Postgraduate,Web Development,231,1,82,36,77,1,32,Visual,3,0,2.2
301,S00302,41,Male,Undergraduate,Web Development,236,4,69,36,81,1,58,Auditory,4,0,2.6
302,S00303,30,Female,High School,Web Development,462,4,62,22,80,0,90,Visual,5,1,1.0
303,S00304,25,Other,High School,Python Basics,366,4,53,23,93,2,36,Kinesthetic,4,0,4.2
304,S00305,15,Female,Undergraduate,Python Basics,277,1,87,31,51,1,74,Reading/Writing,4,1,1.0
305,S00306,37,Male,High School,Data Science,499,1,95,48,48,0,65,Reading/Writing,5,0,1.0
306,S00307,47,Male,Postgraduate,Cybersecurity,264,4,58,2,80,0,49,Kinesthetic,5,0,1.0
307,S00308,47,Female,Postgraduate,Data Science,425,2,48,1,53,1,60,Visual,3,0,2.2
308,S00309,45,Female,Undergraduate,Python Basics,394,4,44,22,98,2,95,Auditory,3,0,3.4
309,S00310,16,Male,Undergraduate,Web Development,439,2,80,2,51,1,53,Reading/Writing,2,1,1.0
310,S00311,40,Female,High School,Data Science,73,4,40,40,55,1,37,Reading/Writing,4,0,2.6
311,S00312,46,Male,Postgraduate,Cybersecurity,294,3,51,3,51,2,42,Auditory,3,0,3.4
312,S00313,49,Female,Postgraduate,Machine Learning,286,4,80,45,65,2,64,Visual,5,0,5.0
313,S00314,40,Male,Undergraduate,Data Science,186,1,35,25,91,0,53,Auditory,4,1,1.0
314,S00315,28,Male,Undergraduate,Cybersecurity,83,4,89,31,93,1,83,Auditory,4,0,2.6
315,S00316,20,Female,Undergraduate,Data Science,191,1,70,1,96,2,35,Kinesthetic,4,0,4.2
316,S00317,36,Male,High School,Web Development,306,4,83,6,85,1,46,Reading/Writing,5,0,3.0
317,S00318,27,Male,Undergraduate,Cybersecurity,448,2,40,43,40,2,88,Visual,1,1,1.0
318,S00319,17,Female,High School,Machine Learning,135,1,72,38,98,1,51,Kinesthetic,2,1,1.0
319,S00320,40,Female,High School,Data Science,454,2,94,27,85,2,84,Reading/Writing,2,0,2.6
320,S00321,20,Female,Postgraduate,Data Science,93,2,36,23,94,0,92,Auditory,3,0,1.0
321,S00322,41,Female,Undergraduate,Cybersecurity,445,1,78,28,56,2,98,Reading/Writing,4,0,4.2
322,S00323,15,Male,Undergraduate,Python Basics,353,1,87,31,78,1,30,Auditory,5,0,3.0
323,S00324,44,Female,Postgraduate,Web Development,445,3,44,46,68,0,77,Auditory,3,1,1.0
324,S00325,34,Male,Undergraduate,Web Development,164,2,74,28,57,2,60,Reading/Writing,2,0,2.6
325,S00326,36,Male,Undergraduate,Data Science,208,3,39,49,65,2,34,Auditory,5,0,5.0
326,S00327,20,Male,Postgraduate,Web Development,226,4,96,48,61,1,83,Kinesthetic,4,0,2.6
327,S00328,42,Female,Undergraduate,Data Science,344,2,94,1,41,0,33,Kinesthetic,1,0,1.0
328,S00329,22,Female,Undergraduate,Web Development,277,4,50,19,87,0,85,Kinesthetic,4,0,1.0
329,S00330,40,Male,Undergraduate,Web Development,493,3,43,2,40,0,57,Auditory,2,0,1.0
330,S00331,15,Male,Undergraduate,Machine Learning,348,1,96,20,76,2,46,Visual,5,1,1.0
331,S00332,21,Female,Undergraduate,Python Basics,89,2,86,19,92,2,87,Reading/Writing,1,1,1.0
332,S00333,48,Female,Undergraduate,Python Basics,285,1,85,31,94,2,67,Reading/Writing,5,1,1.0
333,S00334,44,Female,Undergraduate,Data Science,314,3,50,21,65,1,45,Reading/Writing,1,0,1.4
334,S00335,22,Male,High School,Web Development,120,2,31,16,48,1,79,Auditory,4,0,2.6
335,S00336,27,Other,Undergraduate,Machine Learning,254,3,53,48,42,1,91,Auditory,2,0,1.8
336,S00337,47,Male,High School,Cybersecurity,230,2,33,46,91,1,64,Kinesthetic,2,0,1.8
337,S00338,31,Female,Undergraduate,Data Science,119,4,57,29,81,1,51,Reading/Writing,3,0,2.2
338,S00339,21,Female,Postgraduate,Machine Learning,339,4,35,21,60,2,71,Visual,5,0,5.0
339,S00340,35,Female,Postgraduate,Python Basics,482,3,71,35,78,2,36,Visual,1,0,1.8
340,S00341,46,Female,Undergraduate,Cybersecurity,64,2,92,18,48,2,50,Reading/Writing,5,0,5.0
341,S00342,45,Male,High School,Cybersecurity,343,3,35,0,64,1,63,Auditory,3,0,2.2
342,S00343,24,Male,Undergraduate,Cybersecurity,335,4,62,49,77,0,73,Auditory,4,0,1.0
343,S00344,20,Female,Undergraduate,Python Basics,318,3,75,4,97,1,34,Visual,4,0,2.6
344,S00345,44,Female,Undergraduate,Cybersecurity,442,1,70,47,81,2,41,Visual,1,1,1.0
345,S00346,46,Male,Postgraduate,Data Science,14,4,30,49,52,1,45,Kinesthetic,4,0,2.6
346,S00347,32,Female,Undergraduate,Machine Learning,256,2,61,36,92,0,52,Auditory,2,0,1.0
347,S00348,24,Female,Undergraduate,Cybersecurity,36,1,92,34,49,0,53,Reading/Writing,1,0,1.0
348,S00349,27,Female,High School,Python Basics,474,1,86,43,91,2,57,Reading/Writing,4,0,4.2
349,S00350,49,Male,High School,Machine Learning,412,2,72,11,76,1,40,Reading/Writing,2,0,1.8
350,S00351,42,Female,Undergraduate,Python Basics,385,2,38,10,82,1,81,Reading/Writing,2,1,1.0
351,S00352,46,Male,Undergraduate,Cybersecurity,403,2,47,31,88,1,40,Auditory,4,1,1.0
352,S00353,43,Male,Undergraduate,Web Development,451,1,53,33,71,2,97,Reading/Writing,4,0,4.2
353,S00354,39,Female,Undergraduate,Web Development,135,4,30,41,55,2,92,Kinesthetic,2,0,2.6
354,S00355,43,Female,High School,Data Science,116,4,60,14,52,2,86,Kinesthetic,1,0,1.8
355,S00356,27,Male,High School,Python Basics,483,3,42,47,42,1,98,Kinesthetic,1,0,1.4
356,S00357,40,Male,Undergraduate,Data Science,246,4,48,1,94,1,50,Reading/Writing,3,0,2.2
357,S00358,42,Female,High School,Machine Learning,78,1,95,46,76,1,57,Kinesthetic,1,0,1.4
358,S00359,27,Female,High School,Python Basics,81,4,48,39,40,2,67,Auditory,2,0,2.6
359,S00360,33,Female,Undergraduate,Machine Learning,316,1,57,24,50,1,72,Reading/Writing,5,0,3.0
360,S00361,29,Male,High School,Python Basics,472,2,81,2,84,1,53,Reading/Writing,5,0,3.0
361,S00362,42,Female,High School,Data Science,15,4,73,38,47,2,89,Auditory,3,0,3.4
362,S00363,46,Male,Undergraduate,Python Basics,403,4,36,37,51,2,36,Visual,3,0,3.4
363,S00364,48,Male,Undergraduate,Cybersecurity,328,4,66,29,62,2,70,Visual,5,0,5.0
364,S00365,49,Female,Undergraduate,Python Basics,364,2,31,3,73,2,97,Visual,1,0,1.8
365,S00366,46,Female,Undergraduate,Web Development,340,3,93,18,67,1,49,Auditory,5,0,3.0
366,S00367,36,Male,Undergraduate,Machine Learning,233,3,79,12,69,1,75,Reading/Writing,4,0,2.6
367,S00368,44,Female,Undergraduate,Data Science,191,1,87,7,71,1,64,Reading/Writing,2,0,1.8
368,S00369,24,Female,Undergraduate,Web Development,404,2,83,27,57,1,61,Reading/Writing,2,0,1.8
369,S00370,35,Male,Undergraduate,Cybersecurity,244,1,45,3,99,0,48,Reading/Writing,4,0,1.0
370,S00371,41,Male,Undergraduate,Data Science,142,2,85,36,73,1,32,Kinesthetic,3,0,2.2
371,S00372,48,Other,Undergraduate,Cybersecurity,283,1,79,27,83,1,51,Visual,5,1,1.0
372,S00373,18,Male,Postgraduate,Python Basics,19,3,84,1,62,2,59,Visual,4,0,4.2
373,S00374,31,Female,High School,Machine Learning,207,1,61,19,56,1,56,Kinesthetic,5,0,3.0
374,S00375,19,Female,Undergraduate,Data Science,57,3,48,27,86,1,88,Kinesthetic,4,0,2.6
375,S00376,29,Female,Undergraduate,Machine Learning,398,1,66,21,71,1,51,Visual,2,0,1.8
376,S00377,48,Female,Postgraduate,Machine Learning,72,3,39,3,49,1,83,Auditory,3,0,2.2
377,S00378,26,Male,Postgraduate,Cybersecurity,40,2,42,25,81,1,38,Auditory,4,0,2.6
378,S00379,34,Male,High School,Web Development,426,4,32,13,58,1,68,Reading/Writing,1,0,1.4
379,S00380,38,Male,Postgraduate,Data Science,239,3,31,45,75,1,54,Visual,2,0,1.8
380,S00381,22,Female,Undergraduate,Web Development,210,2,41,21,46,1,46,Reading/Writing,3,0,2.2
381,S00382,21,Male,Undergraduate,Web Development,137,3,48,10,58,1,76,Visual,1,1,1.0
382,S00383,40,Male,High School,Cybersecurity,450,3,80,19,51,1,83,Kinesthetic,2,0,1.8
383,S00384,39,Male,Undergraduate,Web Development,343,4,78,37,76,1,83,Reading/Writing,4,0,2.6
384,S00385,46,Female,Postgraduate,Data Science,437,4,56,1,99,0,66,Reading/Writing,1,0,1.0
385,S00386,22,Male,Undergraduate,Data Science,294,3,69,43,81,1,46,Kinesthetic,3,0,2.2
386,S00387,24,Male,Undergraduate,Python Basics,273,4,59,18,69,1,37,Reading/Writing,4,1,1.0
387,S00388,48,Other,Postgraduate,Python Basics,397,1,66,9,63,2,67,Kinesthetic,5,0,5.0
388,S00389,35,Male,High School,Cybersecurity,265,4,41,41,57,2,45,Reading/Writing,3,0,3.4
389,S00390,16,Male,Postgraduate,Web Development,244,1,73,41,54,1,78,Visual,2,0,1.8
390,S00391,21,Male,Postgraduate,Python Basics,49,2,32,23,49,2,86,Reading/Writing,2,1,1.0
391,S00392,26,Male,Postgraduate,Python Basics,396,4,96,32,71,2,71,Visual,3,0,3.4
392,S00393,36,Male,Undergraduate,Data Science,106,1,89,0,94,1,58,Kinesthetic,4,0,2.6
393,S00394,24,Female,High School,Python Basics,165,4,63,4,87,0,94,Auditory,5,0,1.0
394,S00395,44,Male,Undergraduate,Data Science,304,1,34,22,61,1,55,Kinesthetic,4,1,1.0
395,S00396,37,Female,Undergraduate,Cybersecurity,357,1,84,31,86,2,82,Visual,3,0,3.4
396,S00397,35,Female,High School,Python Basics,452,3,33,35,66,2,70,Kinesthetic,4,0,4.2
397,S00398,44,Male,High School,Web Development,306,1,51,9,67,1,38,Visual,4,0,2.6
398,S00399,48,Female,High School,Data Science,71,4,90,42,65,1,48,Reading/Writing,5,0,3.0
399,S00400,17,Female,Undergraduate,Machine Learning,353,3,37,15,98,1,95,Kinesthetic,3,0,2.2
400,S00401,46,Female,High School,Data Science,346,4,39,28,81,2,83,Kinesthetic,1,0,1.8
401,S00402,18,Male,Undergraduate,Machine Learning,287,3,78,4,94,1,32,Visual,1,1,1.0
402,S00403,43,Female,Undergraduate,Cybersecurity,304,4,38,44,88,2,91,Kinesthetic,1,0,1.8
403,S00404,27,Other,Postgraduate,Web Development,140,2,67,40,61,1,38,Reading/Writing,2,0,1.8
404,S00405,39,Female,Undergraduate,Python Basics,377,4,97,28,42,2,43,Visual,4,0,4.2
405,S00406,47,Female,High School,Machine Learning,333,1,69,37,76,1,63,Visual,2,0,1.8
406,S00407,38,Male,Undergraduate,Machine Learning,424,3,39,41,66,1,92,Kinesthetic,4,0,2.6
407,S00408,20,Female,Postgraduate,Data Science,405,4,73,3,87,1,52,Reading/Writing,3,1,1.0
408,S00409,29,Female,Postgraduate,Data Science,235,1,58,47,60,2,40,Reading/Writing,1,0,1.8
409,S00410,44,Male,Undergraduate,Cybersecurity,272,1,88,37,53,2,96,Kinesthetic,3,0,3.4
410,S00411,34,Male,Undergraduate,Python Basics,252,4,57,5,45,1,76,Kinesthetic,3,0,2.2
411,S00412,47,Female,Undergraduate,Data Science,137,1,34,31,80,2,79,Auditory,1,0,1.8
412,S00413,44,Male,Undergraduate,Web Development,284,4,90,35,70,2,57,Auditory,4,0,4.2
413,S00414,33,Female,High School,Web Development,407,4,44,32,93,1,44,Reading/Writing,1,0,1.4
414,S00415,24,Male,Undergraduate,Cybersecurity,401,4,44,39,57,1,78,Reading/Writing,3,0,2.2
415,S00416,37,Female,High School,Web Development,263,2,85,10,84,1,97,Kinesthetic,5,0,3.0
416,S00417,24,Female,High School,Python Basics,490,2,34,24,95,1,67,Kinesthetic,4,0,2.6
417,S00418,20,Female,Postgraduate,Cybersecurity,418,4,33,32,85,2,56,Kinesthetic,5,0,5.0
418,S00419,42,Male,High School,Web Development,318,3,74,26,45,0,43,Reading/Writing,1,0,1.0
419,S00420,32,Female,Undergraduate,Cybersecurity,33,3,33,4,86,1,51,Visual,4,0,2.6
420,S00421,31,Female,Undergraduate,Web Development,162,2,44,24,42,2,58,Reading/Writing,4,0,4.2
421,S00422,28,Female,Postgraduate,Web Development,130,3,45,19,98,0,97,Kinesthetic,3,0,1.0
422,S00423,15,Male,Undergraduate,Web Development,258,1,89,35,77,0,50,Visual,1,0,1.0
423,S00424,46,Male,Postgraduate,Cybersecurity,327,2,94,36,66,0,45,Kinesthetic,5,1,1.0
424,S00425,24,Female,Undergraduate,Machine Learning,253,4,35,49,94,0,93,Kinesthetic,3,0,1.0
425,S00426,26,Female,Undergraduate,Cybersecurity,140,3,47,40,63,1,97,Kinesthetic,2,0,1.8
426,S00427,29,Female,Undergraduate,Cybersecurity,281,3,59,8,76,1,51,Visual,3,0,2.2
427,S00428,18,Male,Undergraduate,Machine Learning,55,4,45,37,60,1,88,Visual,4,1,1.0
428,S00429,38,Male,Undergraduate,Data Science,434,1,83,23,86,1,37,Auditory,1,1,1.0
429,S00430,46,Female,High School,Python Basics,373,1,45,47,95,0,32,Reading/Writing,5,1,1.0
430,S00431,16,Male,High School,Web Development,100,4,88,14,93,0,72,Auditory,4,0,1.0
431,S00432,21,Female,High School,Machine Learning,387,2,69,36,71,1,70,Auditory,1,1,1.0
432,S00433,45,Male,Undergraduate,Machine Learning,286,4,76,41,57,1,35,Kinesthetic,2,0,1.8
433,S00434,25,Male,High School,Data Science,84,2,92,12,70,1,46,Reading/Writing,5,1,1.0
434,S00435,33,Female,Undergraduate,Machine Learning,229,4,84,42,98,0,72,Reading/Writing,4,0,1.0
435,S00436,32,Male,Undergraduate,Web Development,382,2,35,19,41,1,68,Visual,3,0,2.2
436,S00437,17,Male,Undergraduate,Data Science,162,1,79,4,49,1,54,Reading/Writing,3,0,2.2
437,S00438,35,Male,Undergraduate,Python Basics,114,2,92,11,94,2,41,Auditory,3,0,3.4
438,S00439,36,Male,Undergraduate,Web Development,338,2,86,20,73,1,35,Auditory,2,0,1.8
439,S00440,47,Male,Undergraduate,Data Science,57,4,95,42,62,1,33,Reading/Writing,5,0,3.0
440,S00441,28,Male,Undergraduate,Python Basics,120,3,55,39,72,1,94,Reading/Writing,3,0,2.2
441,S00442,48,Male,Undergraduate,Data Science,145,3,88,3,86,1,69,Reading/Writing,1,1,1.0
442,S00443,32,Male,Undergraduate,Data Science,340,2,36,24,59,0,47,Auditory,2,0,1.0
443,S00444,42,Male,Postgraduate,Machine Learning,294,3,93,41,52,2,42,Auditory,3,0,3.4
444,S00445,37,Female,Postgraduate,Data Science,77,1,37,42,59,1,70,Kinesthetic,5,1,1.0
445,S00446,39,Female,Undergraduate,Cybersecurity,147,2,49,3,52,0,74,Reading/Writing,5,0,1.0
446,S00447,28,Male,Postgraduate,Python Basics,456,1,88,2,60,0,68,Kinesthetic,1,0,1.0
447,S00448,18,Female,High School,Cybersecurity,466,2,76,46,77,1,94,Reading/Writing,1,0,1.4
448,S00449,21,Male,Postgraduate,Web Development,129,3,51,21,69,1,52,Kinesthetic,4,0,2.6
449,S00450,46,Female,Undergraduate,Python Basics,416,4,65,1,76,0,70,Reading/Writing,3,1,1.0
450,S00451,34,Male,Undergraduate,Machine Learning,445,4,35,17,95,1,56,Visual,5,0,3.0
451,S00452,20,Male,Undergraduate,Data Science,237,3,46,13,58,1,50,Reading/Writing,5,0,3.0
452,S00453,44,Female,Undergraduate,Data Science,183,1,68,39,66,1,51,Reading/Writing,5,0,3.0
453,S00454,32,Female,Undergraduate,Cybersecurity,182,2,53,37,41,2,65,Auditory,2,0,2.6
454,S00455,44,Female,Undergraduate,Python Basics,302,1,34,10,88,1,70,Kinesthetic,5,0,3.0
455,S00456,22,Male,Postgraduate,Cybersecurity,265,1,87,48,83,2,98,Kinesthetic,2,0,2.6
456,S00457,39,Female,Postgraduate,Python Basics,449,2,52,35,97,2,80,Auditory,4,0,4.2
457,S00458,43,Male,Postgraduate,Cybersecurity,334,1,96,9,50,2,33,Visual,5,0,5.0
458,S00459,36,Male,Undergraduate,Web Development,19,2,90,15,61,2,81,Visual,5,0,5.0
459,S00460,43,Female,Undergraduate,Python Basics,465,2,77,42,69,1,65,Kinesthetic,5,0,3.0
460,S00461,34,Female,High School,Machine Learning,368,4,63,16,86,2,82,Auditory,4,0,4.2
461,S00462,23,Female,Undergraduate,Cybersecurity,187,4,88,1,68,2,71,Visual,5,0,5.0
462,S00463,16,Male,High School,Web Development,211,3,90,48,69,1,38,Visual,4,0,2.6
463,S00464,26,Female,High School,Python Basics,398,1,78,33,87,1,30,Reading/Writing,2,1,1.0
464,S00465,45,Female,Undergraduate,Cybersecurity,162,4,85,34,82,2,96,Auditory,4,0,4.2
465,S00466,37,Male,Postgraduate,Web Development,149,4,62,20,78,1,92,Reading/Writing,1,0,1.4
466,S00467,30,Female,Undergraduate,Python Basics,329,4,87,6,77,2,87,Kinesthetic,2,1,1.0
467,S00468,35,Male,High School,Data Science,297,4,87,6,87,2,46,Visual,1,0,1.8
468,S00469,38,Female,Undergraduate,Cybersecurity,213,1,88,32,89,1,54,Kinesthetic,4,0,2.6
469,S00470,34,Male,Undergraduate,Machine Learning,80,4,35,3,85,0,88,Auditory,3,0,1.0
470,S00471,37,Female,High School,Python Basics,315,1,71,11,94,1,47,Kinesthetic,1,0,1.4
471,S00472,30,Female,High School,Python Basics,390,1,44,20,83,1,94,Kinesthetic,3,0,2.2
472,S00473,34,Female,High School,Python Basics,111,4,82,6,40,2,75,Reading/Writing,2,0,2.6
473,S00474,24,Female,Postgraduate,Machine Learning,223,4,78,40,65,2,55,Visual,1,0,1.8
474,S00475,24,Male,Undergraduate,Python Basics,127,3,83,42,68,2,38,Reading/Writing,3,1,1.0
475,S00476,42,Male,Postgraduate,Web Development,201,4,60,9,73,1,45,Reading/Writing,5,0,3.0
476,S00477,39,Male,Undergraduate,Python Basics,417,3,34,31,95,0,69,Reading/Writing,1,0,1.0
477,S00478,15,Female,High School,Web Development,218,4,46,33,56,2,52,Kinesthetic,5,0,5.0
478,S00479,29,Female,High School,Web Development,235,1,41,39,64,1,43,Kinesthetic,2,0,1.8
479,S00480,29,Female,Undergraduate,Data Science,311,2,96,21,90,2,79,Auditory,2,0,2.6
480,S00481,41,Male,Postgraduate,Cybersecurity,401,2,89,27,56,2,97,Reading/Writing,3,1,1.0
481,S00482,17,Male,High School,Machine Learning,117,1,99,35,98,1,91,Auditory,2,0,1.8
482,S00483,25,Female,Undergraduate,Web Development,57,2,48,49,54,2,91,Kinesthetic,1,0,1.8
483,S00484,44,Male,High School,Data Science,153,3,73,48,99,1,93,Reading/Writing,2,0,1.8
484,S00485,17,Male,Undergraduate,Web Development,60,2,63,45,79,1,90,Kinesthetic,1,0,1.4
485,S00486,39,Male,High School,Machine Learning,117,1,78,41,42,1,38,Auditory,1,0,1.4
486,S00487,19,Male,Undergraduate,Machine Learning,389,4,55,30,89,0,46,Kinesthetic,1,0,1.0
487,S00488,28,Male,Undergraduate,Machine Learning,342,1,72,23,62,2,90,Auditory,1,0,1.8
488,S00489,42,Male,High School,Machine Learning,447,3,55,21,72,1,55,Visual,2,1,1.0
489,S00490,49,Male,Undergraduate,Machine Learning,291,4,44,14,57,2,76,Reading/Writing,2,0,2.6
490,S00491,47,Male,Undergraduate,Web Development,191,2,55,34,60,1,92,Visual,1,0,1.4
491,S00492,17,Male,High School,Machine Learning,320,3,65,34,51,2,79,Reading/Writing,1,0,1.8
492,S00493,29,Male,High School,Machine Learning,402,3,73,30,46,1,56,Auditory,3,0,2.2
493,S00494,35,Female,Postgraduate,Data Science,295,4,35,21,53,2,85,Kinesthetic,5,0,5.0
494,S00495,30,Female,High School,Data Science,316,2,91,9,64,2,47,Reading/Writing,5,0,5.0
495,S00496,30,Female,High School,Machine Learning,328,1,72,43,70,0,50,Visual,2,0,1.0
496,S00497,31,Male,Undergraduate,Cybersecurity,439,2,90,28,91,0,52,Auditory,1,1,1.0
497,S00498,37,Male,High School,Web Development,147,2,60,31,49,1,61,Reading/Writing,3,1,1.0
498,S00499,25,Female,Undergraduate,Cybersecurity,263,3,37,32,85,0,65,Reading/Writing,1,0,1.0
499,S00500,35,Female,High School,Cybersecurity,18,2,90,23,87,1,81,Kinesthetic,5,0,3.0
500,S00501,26,Male,Undergraduate,Cybersecurity,62,3,81,41,98,2,53,Auditory,1,1,1.0
501,S00502,18,Male,Undergraduate,Web Development,144,4,77,4,61,1,60,Kinesthetic,2,0,1.8
502,S00503,26,Female,Undergraduate,Machine Learning,172,2,91,26,89,2,99,Kinesthetic,4,0,4.2
503,S00504,39,Male,Undergraduate,Machine Learning,355,1,82,42,60,0,89,Kinesthetic,5,0,1.0
504,S00505,17,Male,Undergraduate,Cybersecurity,362,3,56,3,55,1,69,Reading/Writing,4,0,2.6
505,S00506,16,Male,Undergraduate,Data Science,487,4,69,40,47,0,60,Reading/Writing,4,1,1.0
506,S00507,48,Male,Postgraduate,Data Science,284,4,54,24,93,1,55,Kinesthetic,4,0,2.6
507,S00508,34,Female,Postgraduate,Web Development,360,1,59,1,89,2,52,Reading/Writing,2,0,2.6
508,S00509,17,Female,Undergraduate,Machine Learning,411,4,55,23,57,2,80,Kinesthetic,2,0,2.6
509,S00510,29,Male,High School,Data Science,382,2,42,11,87,1,61,Auditory,2,1,1.0
510,S00511,24,Female,Undergraduate,Cybersecurity,479,4,79,5,89,0,85,Auditory,3,0,1.0
511,S00512,23,Female,Postgraduate,Data Science,42,1,97,4,74,0,86,Auditory,3,0,1.0
512,S00513,31,Female,Undergraduate,Python Basics,28,4,40,34,43,2,92,Kinesthetic,4,0,4.2
513,S00514,42,Female,Postgraduate,Machine Learning,12,1,51,24,46,1,33,Reading/Writing,3,0,2.2
514,S00515,36,Male,High School,Web Development,178,1,63,0,59,1,79,Visual,4,0,2.6
515,S00516,26,Male,Undergraduate,Web Development,411,3,64,38,84,1,69,Kinesthetic,5,0,3.0
516,S00517,28,Female,Undergraduate,Web Development,93,3,69,25,43,1,30,Reading/Writing,5,0,3.0
517,S00518,27,Male,Undergraduate,Web Development,354,2,43,40,56,1,33,Visual,1,0,1.4
